OTU.ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU333,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU334,Fungi,NA,NA,NA,NA,NA,NA
OTU335,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU336,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Lophiostoma,NA
OTU337,Fungi,NA,NA,NA,NA,NA,NA
OTU338,Fungi,NA,NA,NA,NA,NA,NA
OTU339,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU340,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Verrucoconiothyrium,Verrucoconiothyrium prosopidis
OTU341,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU342,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU343,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU344,Fungi,NA,NA,NA,NA,NA,NA
OTU345,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU346,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU347,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,NA
OTU348,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,NA,NA,NA
OTU349,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU350,Fungi,Basidiomycota,Agaricomycetes,Polyporales,NA,NA,NA
OTU351,Fungi,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,NA,NA,NA
OTU352,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU353,Fungi,NA,NA,NA,NA,NA,NA
OTU354,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU355,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,NA
OTU356,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU357,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Thielavia,NA
OTU358,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU360,Fungi,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA
OTU361,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormia,NA
OTU362,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,NA
OTU363,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU364,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU365,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,NA,NA,NA
OTU366,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU367,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,NA,NA,NA
OTU368,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU369,Fungi,Ascomycota,Pezizomycetes,Pezizales,NA,NA,NA
OTU370,Fungi,Ascomycota,Leotiomycetes,Erysiphales,NA,NA,NA
OTU371,Fungi,NA,NA,NA,NA,NA,NA
OTU372,Fungi,NA,NA,NA,NA,NA,NA
OTU373,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU374,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU375,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,NA,NA,NA
OTU376,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Corallomycetella,Corallomycetella repens
OTU377,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Westerdykella,Westerdykella centenaria
OTU378,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA
OTU379,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,NA,NA
OTU380,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU381,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU382,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,NA,NA,NA
OTU383,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,NA
OTU384,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Stemphylium,NA
OTU385,Fungi,Basidiomycota,Cystobasidiomycetes,Cyphobasidiales,NA,NA,NA
OTU386,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU387,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU388,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU389,Fungi,NA,NA,NA,NA,NA,NA
OTU390,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,NA
OTU391,Fungi,Mucoromycota,Mucoromycetes,Mucorales,NA,NA,NA
OTU392,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU393,Fungi,Basidiomycota,Agaricomycetes,Polyporales,NA,NA,NA
OTU394,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU395,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
OTU396,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Elaphomycetaceae,Elaphomyces,Elaphomyces muricatus
OTU397,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU398,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU399,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU400,Fungi,NA,NA,NA,NA,NA,NA
OTU401,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,NA,NA,NA
OTU402,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,Rhizopus microsporus
OTU403,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,NA,NA,NA
OTU404,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU405,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,NA,NA,NA
OTU406,Fungi,Entomophthoromycota,Entomophthoromycetes,Entomophthorales,Ancylistaceae,Conidiobolus,Conidiobolus thromboides
OTU407,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,NA,NA,NA
OTU408,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeria,NA
OTU409,Fungi,NA,NA,NA,NA,NA,NA
OTU411,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU412,Fungi,Blastocladiomycota,Blastocladiomycetes,Blastocladiales,NA,NA,NA
OTU413,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU414,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU415,Fungi,Ascomycota,Eurotiomycetes,NA,NA,NA,NA
OTU416,Fungi,Neocallimastigomycota,Neocallimastigomycetes,Neocallimastigales,NA,NA,NA
OTU417,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,NA
OTU418,Fungi,NA,NA,NA,NA,NA,NA
OTU420,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU421,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU422,Fungi,NA,NA,NA,NA,NA,NA
OTU423,Fungi,NA,NA,NA,NA,NA,NA
OTU424,Fungi,NA,NA,NA,NA,NA,NA
OTU425,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU426,Fungi,NA,NA,NA,NA,NA,NA
OTU427,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU428,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,NA,NA
OTU429,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,NA,NA,NA
OTU430,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,NA,NA,NA
OTU431,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU432,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,NA,NA,NA
OTU433,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Leptosphaerulina,Leptosphaerulina trifolii
OTU434,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU435,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA
OTU436,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU437,Fungi,NA,NA,NA,NA,NA,NA
OTU438,Fungi,Ascomycota,Pezizomycetes,NA,NA,NA,NA
OTU439,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU440,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA
OTU441,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA,NA
OTU444,Fungi,Basidiomycota,Cystobasidiomycetes,NA,NA,NA,NA
OTU445,Fungi,Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,Phaeococcomyces mexicanus
OTU446,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU447,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
OTU448,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA
OTU449,Fungi,Entomophthoromycota,Basidiobolomycetes,Basidiobolales,Basidiobolaceae,Basidiobolus,NA
OTU450,Fungi,NA,NA,NA,NA,NA,NA
OTU451,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU452,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU453,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU454,Fungi,NA,NA,NA,NA,NA,NA
OTU455,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,NA,NA,NA
OTU456,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,NA,NA,NA
OTU458,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,NA
OTU459,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU460,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU461,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,NA,NA,NA
OTU462,Fungi,Basidiomycota,Tremellomycetes,NA,NA,NA,NA
OTU463,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU464,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,NA,NA,NA
OTU465,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU466,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,NA,NA,NA
OTU467,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU468,Fungi,Basidiomycota,Agaricomycetes,Polyporales,NA,NA,NA
OTU469,Fungi,Basidiomycota,Agaricomycetes,Boletales,NA,NA,NA
OTU470,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU471,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Coniothyriaceae,Coniothyrium,NA
OTU472,Fungi,Basidiomycota,Agaricomycetes,Polyporales,NA,NA,NA
OTU473,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,NA
OTU474,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,NA,NA,NA
OTU475,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU476,Fungi,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,NA,NA,NA
OTU477,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU478,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium herbarum
OTU479,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU480,Fungi,Ascomycota,Eurotiomycetes,Onygenales,NA,NA,NA
OTU481,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU483,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,NA
OTU484,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium chernovii
OTU485,Fungi,NA,NA,NA,NA,NA,NA
OTU486,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA
OTU487,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU488,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU489,Fungi,NA,NA,NA,NA,NA,NA
OTU490,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,NA,NA,NA
OTU491,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU492,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,NA,NA,NA
OTU493,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenophora,NA
OTU494,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,NA,NA
OTU495,Fungi,Mucoromycota,Mucoromycetes,Mucorales,NA,NA,NA
OTU496,Fungi,NA,NA,NA,NA,NA,NA
OTU497,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU498,Fungi,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA
OTU499,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU500,Fungi,NA,NA,NA,NA,NA,NA
OTU501,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Darksidea,Darksidea alpha
OTU502,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Collophora,NA
OTU503,Fungi,NA,NA,NA,NA,NA,NA
OTU504,Fungi,NA,NA,NA,NA,NA,NA
OTU505,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU506,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA
OTU507,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU508,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA
OTU509,Fungi,NA,NA,NA,NA,NA,NA
OTU510,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU511,Fungi,NA,NA,NA,NA,NA,NA
OTU512,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU513,Fungi,Ascomycota,Eurotiomycetes,Onygenales,NA,NA,NA
OTU514,Fungi,NA,NA,NA,NA,NA,NA
OTU515,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus curtus
OTU516,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU517,Fungi,NA,NA,NA,NA,NA,NA
OTU518,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA,NA
OTU519,Fungi,NA,NA,NA,NA,NA,NA
OTU520,Fungi,NA,NA,NA,NA,NA,NA
OTU521,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU522,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU523,Fungi,Mortierellomycota,NA,NA,NA,NA,NA
OTU524,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Articulospora,NA
OTU525,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU526,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium magnum
OTU527,Fungi,Blastocladiomycota,Blastocladiomycetes,Blastocladiales,Catenariaceae,Catenaria,Catenaria anguillulae
OTU528,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA
OTU529,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,NA,NA,NA
OTU530,Fungi,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,Aureobasidium pullulans
OTU531,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU532,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU533,Fungi,Basidiomycota,Tremellomycetes,NA,NA,NA,NA
OTU534,Fungi,Mucoromycota,Mucoromycetes,Mucorales,NA,NA,NA
OTU535,Fungi,NA,NA,NA,NA,NA,NA
OTU536,Fungi,NA,NA,NA,NA,NA,NA
OTU537,Fungi,Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,NA
OTU539,Fungi,NA,NA,NA,NA,NA,NA
OTU540,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Torulaceae,Torula,NA
OTU541,Fungi,Ascomycota,Pezizomycetes,Pezizales,NA,NA,NA
OTU542,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,NA,NA,NA
OTU543,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU544,Fungi,Ascomycota,Eurotiomycetes,Onygenales,NA,NA,NA
OTU545,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU546,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,NA,NA,NA
OTU547,Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Lecidea,Lecidea laboriosa
OTU548,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU549,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,NA,NA,NA
OTU550,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudeurotium,NA
OTU551,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU552,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU553,Fungi,NA,NA,NA,NA,NA,NA
OTU554,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,NA,NA,NA
OTU555,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU556,Fungi,Basidiomycota,Tremellomycetes,Holtermanniales,NA,Holtermanniella,Holtermanniella wattica
OTU557,Fungi,NA,NA,NA,NA,NA,NA
OTU558,Fungi,Ascomycota,Eurotiomycetes,Onygenales,NA,NA,NA
OTU559,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU560,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU561,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,NA,NA,NA
OTU562,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,NA,NA,NA
OTU563,Fungi,Mucoromycota,Mucoromycetes,Mucorales,NA,NA,NA
OTU564,Fungi,Basidiomycota,NA,NA,NA,NA,NA
OTU565,Fungi,NA,NA,NA,NA,NA,NA
OTU566,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU567,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,NA,NA,NA
OTU568,Fungi,NA,NA,NA,NA,NA,NA
OTU569,Fungi,NA,NA,NA,NA,NA,NA
OTU570,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU571,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU572,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Thielavia,Thielavia appendiculata
OTU573,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU574,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,NA
OTU575,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU576,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU577,Fungi,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA
OTU578,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU579,Fungi,Ascomycota,Pezizomycetes,Pezizales,NA,NA,NA
OTU580,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU581,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Carbonea,NA
OTU582,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU583,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Deniquelata,Deniquelata barringtoniae
OTU584,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,NA
OTU585,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,NA
OTU586,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU587,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU588,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,NA,NA,NA
OTU589,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,NA,NA,NA
OTU590,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU591,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,NA,NA,NA
OTU592,Fungi,Ascomycota,Pezizomycetes,Pezizales,NA,NA,NA
OTU593,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,NA,NA
OTU594,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,NA,NA
OTU595,Fungi,Ascomycota,Eurotiomycetes,Onygenales,NA,NA,NA
OTU596,Fungi,NA,NA,NA,NA,NA,NA
OTU597,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,NA
OTU598,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU599,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Elasticomyces,Elasticomyces elasticus
OTU600,Fungi,Ascomycota,Dothideomycetes,Dothideales,NA,NA,NA
OTU601,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,NA,NA,NA
OTU602,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA
OTU603,Fungi,NA,NA,NA,NA,NA,NA
OTU604,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU605,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU606,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU607,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,NA,NA,NA
OTU608,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU609,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU610,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU611,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU612,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,NA,NA
OTU613,Fungi,Ascomycota,Dothideomycetes,Venturiales,NA,NA,NA
OTU614,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
OTU615,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU616,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU617,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Cryptococcus,NA
OTU618,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA
OTU619,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU620,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,NA,NA
OTU621,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,NA,NA,NA
OTU622,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,NA
OTU623,Fungi,NA,NA,NA,NA,NA,NA
OTU624,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,NA,NA,NA
OTU625,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU626,Fungi,Ascomycota,Pezizomycetes,Pezizales,NA,NA,NA
OTU627,Fungi,Ascomycota,Eurotiomycetes,Onygenales,NA,NA,NA
OTU628,Fungi,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,NA,NA,NA
OTU629,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA
OTU630,Fungi,Basidiomycota,Tremellomycetes,Tremellales,NA,NA,NA
OTU631,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,NA,NA,NA
OTU632,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU633,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU634,Fungi,Ascomycota,Eurotiomycetes,Onygenales,NA,NA,NA
OTU635,Fungi,NA,NA,NA,NA,NA,NA
OTU636,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU637,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,NA,NA,NA
OTU638,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,NA,NA,NA
OTU639,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU640,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,NA,NA,NA
OTU641,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Sclerostagonospora,NA
OTU642,Fungi,NA,NA,NA,NA,NA,NA
OTU643,Fungi,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA
OTU644,Fungi,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA
OTU645,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,NA,NA
OTU646,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU647,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU649,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU650,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Myrothecium,Myrothecium roridum
OTU651,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU652,Fungi,NA,NA,NA,NA,NA,NA
OTU653,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU654,Fungi,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,NA,NA,NA
OTU655,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU656,Fungi,Ascomycota,Eurotiomycetes,Onygenales,NA,Chrysosporium,NA
OTU657,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Pestalotiopsis,NA
OTU658,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,NA,NA,NA
OTU659,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,NA
OTU660,Fungi,Ascomycota,Pneumocystidomycetes,Pneumocystidales,NA,NA,NA
OTU661,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Acrophialophora,Acrophialophora levis
OTU662,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,NA,NA,NA
OTU663,Fungi,Mucoromycota,Mucoromycetes,Mucorales,NA,NA,NA
OTU664,Fungi,NA,NA,NA,NA,NA,NA
OTU665,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU666,Fungi,Basidiomycota,Agaricomycetes,Boletales,NA,NA,NA
OTU667,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU668,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,NA,NA,NA
OTU669,Fungi,Basidiomycota,NA,NA,NA,NA,NA
OTU670,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,NA,NA,NA
OTU671,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,NA,NA,NA
OTU672,Fungi,NA,NA,NA,NA,NA,NA
OTU674,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Udeniomyces,NA
OTU675,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
