OTU.ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
8052d3cc67d53d9f0f5adf5a60cb3cda,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,uncultured bacterium
c79a5f5c40dbdfa7f56df6ccdcad4b7b,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,NA
d6d53a2a3565ae5b882ca7d0a0bf26aa,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA
0f043c744e0ffdac110014dccd1e6d8b,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,uncultured bacterium
94e49c145d3b0c519df2e5b173ab6417,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,uncultured,uncultured Sphingobacteriales bacterium
d9f31f55b8614c119112f6b792124c6e,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,uncultured planctomycete,uncultured planctomycete
f1d9f2310aed7ec72846aa67dab51a56,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,uncultured,metagenome
4eb5db652c653c118a0743687c27ee75,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Psychroglaciecola,uncultured bacterium
fc7b9d26459d13e429fe32f223df46b4,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,NA
5e166f920d52124420da37168be2251f,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Phaselicystidaceae,Phaselicystis,Myxococcales bacterium UTMC 4097
056e23404d635a36970d380ad590bf66,Bacteria,NA,NA,NA,NA,NA,NA
f7522065cb88218eab59554a3e1ca66c,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,Chelatococcus sp. P-117
fc57f6131467da9888d8c96bc1316ba1,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,NA,NA
dff572d9107b52e525582f8a7c9bbcf2,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,bacterium Ellin6517,bacterium Ellin6517
93233d2b958c34c7c58a4649f9747a36,Bacteria,Cyanobacteria,Sericytochromatia,uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium
4684dbae7d461afc86d777aeab10d507,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,NA
b02b5971e0f20a76c9f66e0d6028fe19,Bacteria,Armatimonadetes,uncultured,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
ae277ce19886713d5e5868f6143c87e5,Bacteria,Chloroflexi,SHA-26,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
23ef5119ff7d02299a2903be42cb8dcb,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,uncultured Chloroflexi bacterium,uncultured Chloroflexi bacterium
5a466d1074d06bafa55da514ac520805,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae (Subgroup 3),Candidatus Solibacter,metagenome
4a0720d86a3fb001ed57bb159412e934,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,uncultured,metagenome
0d073b750ef9a6d6fb94185551f7601b,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,uncultured,uncultured bacterium
7a44012371250505ae49f687eeb54054,Bacteria,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,Quadrisphaera,uncultured bacterium
e399a46698eed6ae092bb85a081f6b65,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,uncultured actinobacterium,uncultured actinobacterium
5442882317682871b0ca270e404cd14a,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),24-Nov,NA,NA,NA
64710db68a4a6811adf03181d6ffb9da,Bacteria,Actinobacteria,Acidimicrobiia,NA,NA,NA,NA
03e646d5b954e5b68048319cf4410a4b,Bacteria,Actinobacteria,Acidimicrobiia,uncultured,metagenome,metagenome,metagenome
17be0cf2333b8bb26cc05c82c78f4fd5,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatirosa,uncultured bacterium
4e6e4e218745262eed28dd16925c6379,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter sp. TEGR-7
69a547af993806bb084ad7fbf297301b,Bacteria,NA,NA,NA,NA,NA,NA
4932c3580dcc156e09b085b35b56af77,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,NA,NA
b72da596db2b3adf7bc3aac1d06c5eab,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,NA
8cf76767a8c8549bce24521b60bf1a04,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,uncultured bacterium,uncultured bacterium
9627a39de0b0e743d31164d628a17eab,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,NA,NA
13c8af2af783c6ee0189c5f0c752be07,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,uncultured bacterium,uncultured bacterium
b7780a418d1d55ee02ef1322a46404d1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
eed107cd7fb8ef811c3a55555a837fb5,Bacteria,Cyanobacteria,Sericytochromatia,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
03a280bc08b8e9321f536e3cb68ccd9f,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,NA
3c01fc4161b83087118e89b70a7265c6,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Phaselicystidaceae,Phaselicystis,NA
d389060eefbab8f9059b62d5719d4700,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,uncultured actinobacterium
d35f29f109c78fa654d3a0b962df6291,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,uncultured bacterium,uncultured bacterium
cc53e50aacdff5a1b92ad6a2ab2e0f98,Bacteria,Actinobacteria,MB-A2-108,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
c46b12c1840a05f9343e010ca7580c5b,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,uncultured soil bacterium
3f7b558211900c624d3036bd0364f5f2,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,uncultured bacterium
16fdc3866bad2d20428e7e3eb824fc16,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41,NA
28e75beb2f721b2a18319002ebabd089,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Rhodocytophaga,uncultured bacterium
42547d6d45a344bde738e1bfd9e28e27,Bacteria,FBP,NA,NA,NA,NA,NA
3770dd93582b8f62f75ee968e347b784,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055,NA
7003588046cf08e17681e09d3130dddd,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055,NA
efd7694050f2851070f70e76963b253e,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
1bf908362ccb45598812c18209e1d76a,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,1921-3,uncultured bacterium
06ab0a342b179232d96008807181299f,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
5c69ed345e5b5f23342e1e395e92b31f,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
3d3ec5117b42571a441358c1fa9f59b9,Bacteria,Actinobacteria,Actinobacteria,Frankiales,NA,NA,NA
553f21aeaa4ffcc59960e836c691b373,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured bacterium,uncultured bacterium
5bce5422f5a2d1db718e2a8757b8d77c,Bacteria,Cyanobacteria,Oxyphotobacteria,Leptolyngbyales,Leptolyngbyaceae,Phormidesmis ANT.L52.6,uncultured cyanobacterium
556c6749ebf966ae272498d54e4b02fd,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,NA,NA
2eabe8bff8d032aae54d85fa627712df,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,NA
2409740329ab0a42b9d30eebf3281730,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,NA
dd99eae8d2c5451c39e3392ea9c849ec,Bacteria,Elusimicrobia,Lineage IIb,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
411b3b25a3bd9368a2db537199f041bb,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
db2617eb8fca2a985ba93d208c50b52e,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,NA,NA
d415f751a8102e04d886e127cbbc4e9b,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,uncultured bacterium,uncultured bacterium,uncultured bacterium
40a5eb875834b1049c78ed59cbcfed69,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41,NA
b9167aefa2a9ca58748d63f51d8d312b,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
9a0629ff97c3092c3cf28187f53c916a,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,NA
a677ff7601a622cc27f4875156a56de9,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,NA
e828622421d2b814c4a5dfe6cfc6841e,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured Planctomycetaceae bacterium,uncultured Planctomycetaceae bacterium
c4f9aa49d17484b6b4f27763b666d0c4,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,NA,NA,NA
9a51dbf94b174c00ad4e744a1f2bf9a1,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
